c2441680	146653	5	29.205	gi|344217012|dbj|DF095047.1|	50220
c1266910	20892	5	31.63	gi|344215658|dbj|DF093694.1|	437640
c880894	29889	5	33.721	gi|344215706|dbj|DF093742.1|	16473
c2014472	142719	5	35.741	gi|344215706|dbj|DF093742.1|	107421
c1334583	10138	5	37.653	gi|344217324|dbj|DF095359.1|	24278
c880894	3313	5	38.483	gi|344215706|dbj|DF093742.1|	40900
c2478742	303093	5	39.844	gi|344216069|dbj|DF094105.1|	134788
c564625	53821	5	41.375	gi|344216830|dbj|DF094866.1|	72700
c2171152	138314	5	42.829	gi|344215878|dbj|DF093914.1|	200558
c2171152	30650	5	43.871	gi|344215878|dbj|DF093914.1|	106013
c564625	50615	5	44.434	gi|344216830|dbj|DF094866.1|	70045
c1938765	245021	5	46.328	gi|344216443|dbj|DF094479.1|	46800
c1398802	39772	5	46.733	gi|344216678|dbj|DF094714.1|	46026
c1398802	61461	5	46.82	gi|344216678|dbj|DF094714.1|	63425
c1398802	61461	5	46.82	gi|344216678|dbj|DF094714.1|	63048
c2186193	74818	5	46.845	gi|344215994|dbj|DF094030.1|	85612
c1398802	124254	5	48.149	gi|344216658|dbj|DF094694.1|	111678
c898951	17388	5	48.986	gi|344216830|dbj|DF094866.1|	24210
c844123	86767	5	49.529	gi|344217122|dbj|DF095157.1|	80661
c1408032	111825	5	50.481	gi|344216536|dbj|DF094572.1|	25367
c2035504	266135	5	51.6	gi|344215798|dbj|DF093834.1|	90963
c1334583	92840	5	51.961	gi|344215574|dbj|DF093610.1|	231371
c1334583	92813	5	52.168	gi|344215574|dbj|DF093610.1|	231398
c1406777	64797	5	55.395	gi|344216777|dbj|DF094813.1|	16370
c1398802	34726	5	55.821	gi|344216678|dbj|DF094714.1|	41691
c2167989	206250	5	56.828	gi|344216061|dbj|DF094097.1|	363
c2167989	151376	5	57.164	gi|344216061|dbj|DF094097.1|	53904
c1689283	207406	5	59.549	gi|344216314|dbj|DF094350.1|	17057
c419338	98081	5	62.267	gi|344215848|dbj|DF093884.1|	221315
c419338	98081	5	62.267	gi|344215848|dbj|DF093884.1|	190572
c419338	98081	5	62.267	gi|344215848|dbj|DF093884.1|	176091
c706366	40025	5	63.476	gi|344216278|dbj|DF094314.1|	56643
c706366	40025	5	63.476	gi|344216278|dbj|DF094314.1|	60973
c706366	40025	5	63.476	gi|344216278|dbj|DF094314.1|	53104
c863073	286681	5	64.831	gi|344215849|dbj|DF093885.1|	272909
c1736034	52514	5	67.714	gi|344216021|dbj|DF094057.1|	77320
c1736034	52514	5	67.714	gi|344216021|dbj|DF094057.1|	86132
c1271740	14225	5	68.226	gi|344216335|dbj|DF094371.1|	70271
c2299235	178425	5	69.199	gi|344216102|dbj|DF094138.1|	55588
c2218013	145463	5	72.923	gi|344216098|dbj|DF094134.1|	80788
c419338	233186	5	73.432	gi|344216175|dbj|DF094211.1|	151652
c1380048	172097	5	74.588	gi|344216445|dbj|DF094481.1|	145065
c1079751	37502	5	76.133	gi|344215615|dbj|DF093651.1|	229930
c1233660	169191	5	77.12	gi|344215956|dbj|DF093992.1|	196598
c1114394	133248	5	78.411	gi|344216055|dbj|DF094091.1|	142918
c1145522	31431	5	78.978	gi|344216055|dbj|DF094091.1|	47230
c1145522	2182	5	79.24	gi|344216055|dbj|DF094091.1|	75064
c1786112	33558	5	80.55	gi|344215841|dbj|DF093877.1|	261135
c1087404	34687	5	80.869	gi|344216602|dbj|DF094638.1|	19370
c1786112	33559	5	81.854	gi|344215841|dbj|DF093877.1|	261134
c1114394	77317	5	82.517	gi|344216055|dbj|DF094091.1|	187509
c1079751	133178	5	82.822	gi|344215615|dbj|DF093651.1|	118878
c1079751	133187	5	82.822	gi|344215615|dbj|DF093651.1|	118869
c1585541	326636	5	83.421	gi|344215808|dbj|DF093844.1|	15421
c1585541	326646	5	83.821	gi|344215808|dbj|DF093844.1|	15411
c83038	212511	5	84.602	gi|344214976|dbj|DF097183.1|	8860
c1079751	156514	5	85.538	gi|344215615|dbj|DF093651.1|	97452
c1786112	62493	5	85.939	gi|344215841|dbj|DF093877.1|	234867
c1114394	145493	5	86.873	gi|344216055|dbj|DF094091.1|	129405
c1377236	49897	5	87.541	gi|344217089|dbj|DF095124.1|	43489
c83038	83442	5	88.148	gi|344215615|dbj|DF093651.1|	328539
c1114394	66511	5	89.033	gi|344216055|dbj|DF094091.1|	197591
c1585541	194507	5	89.425	gi|344215808|dbj|DF093844.1|	126537
c83038	262679	5	90.428	gi|344215615|dbj|DF093651.1|	523909
c2165055	35869	5	92.407	gi|344215689|dbj|DF093725.1|	297401
c1370645	51867	5	96.213	gi|344215689|dbj|DF093725.1|	404199
c1585541	110860	5	97.894	gi|344215808|dbj|DF093844.1|	202104
c1544583	98781	6	0	gi|344216685|dbj|DF094721.1|	39630
c1544583	98781	6	0	gi|344216685|dbj|DF094721.1|	38803
c1544583	157425	6	1.265	gi|344216277|dbj|DF094313.1|	124745
c1544583	157425	6	1.265	gi|344216277|dbj|DF094313.1|	131506
c1651196	73940	6	9.138	gi|344217469|dbj|DF095504.1|	19324
c1890818	61444	6	12.229	gi|344216276|dbj|DF094312.1|	56104
c1258127	67362	6	14.351	gi|344216857|dbj|DF094893.1|	49689
c1544583	60140	6	15.747	gi|344216685|dbj|DF094721.1|	77569
c1258127	69418	6	16.073	gi|344216857|dbj|DF094893.1|	47941
c1161368	115200	6	17.933	gi|344216374|dbj|DF094410.1|	145298
c1224702	47862	6	20.488	gi|344215801|dbj|DF093837.1|	168886
c569474	5804	6	27.964	gi|344213459|dbj|DF095666.1|	150
c375650	47707	6	28.069	gi|344215878|dbj|DF093914.1|	21233
c2042759	232235	6	29.252	gi|344217225|dbj|DF095260.1|	48588
c2466102	121596	6	29.843	gi|344215644|dbj|DF093680.1|	53955
c2466102	121599	6	29.843	gi|344215644|dbj|DF093680.1|	53952
c2466102	79813	6	31.619	gi|344215742|dbj|DF093778.1|	363028
c27769	34219	6	34.146	gi|344217165|dbj|DF095200.1|	13079
c27769	34219	6	34.146	gi|344217165|dbj|DF095200.1|	7843
c27769	34230	6	34.146	gi|344217165|dbj|DF095200.1|	13068
c27769	34230	6	34.146	gi|344217165|dbj|DF095200.1|	7832
c27769	34239	6	35.598	gi|344217165|dbj|DF095200.1|	7823
c27769	34239	6	35.598	gi|344217165|dbj|DF095200.1|	13059
c917489	162442	6	36.102	gi|344215646|dbj|DF093682.1|	148533
c1380044	25581	6	36.229	gi|344216980|dbj|DF095015.1|	51602
c1335768	880	6	36.338	gi|344213603|dbj|DF095797.1|	8858
c1902207	32005	6	36.894	gi|344215742|dbj|DF093778.1|	176528
c1605889	247957	6	37.367	gi|344216073|dbj|DF094109.1|	44100
c1605889	247957	6	37.367	gi|344216073|dbj|DF094109.1|	50284
c917489	12349	6	37.828	gi|344215646|dbj|DF093682.1|	9848
c381670	130171	6	37.862	gi|344215779|dbj|DF093815.1|	316965
c1254105	15125	6	38.366	gi|344216121|dbj|DF094157.1|	25827
c1504605	289043	6	38.829	gi|344215743|dbj|DF093779.1|	101562
c1176741	225602	6	39.193	gi|344215876|dbj|DF093912.1|	165280
c1944970	115350	6	40.425	gi|344216694|dbj|DF094730.1|	95161
c1605889	372624	6	40.468	gi|344216073|dbj|DF094109.1|	172319
c1176741	131778	6	40.712	gi|344215876|dbj|DF093912.1|	247919
c2042759	234309	6	41.216	gi|344217225|dbj|DF095260.1|	50802
c1973660	155302	6	41.425	gi|344216282|dbj|DF094318.1|	38161
c1254105	13289	6	43.868	gi|344216121|dbj|DF094157.1|	23197
c1254105	55503	6	44.441	gi|344216121|dbj|DF094157.1|	51505
c2159597	124467	6	46.574	gi|344215727|dbj|DF093763.1|	205152
c935398	7870	6	48.044	gi|344213450|dbj|DF095657.1|	42209
c857488	291659	6	49.221	gi|344216408|dbj|DF094444.1|	141216
c857488	291667	6	50.033	gi|344216408|dbj|DF094444.1|	141208
c2154778	187653	6	51.449	gi|344216077|dbj|DF094113.1|	203532
c31936	85443	6	53.249	gi|344215593|dbj|DF093629.1|	352621
c857488	177829	6	54.563	gi|344215593|dbj|DF093629.1|	70982
c2257691	61635	6	55.818	gi|344215582|dbj|DF093618.1|	180415
c1960086	186122	6	55.944	gi|344215582|dbj|DF093618.1|	658977
c857488	177846	6	56.98	gi|344215593|dbj|DF093629.1|	70965
c1368714	33964	6	57.033	gi|344215593|dbj|DF093629.1|	586186
c90755	266903	6	58.121	gi|344215582|dbj|DF093618.1|	403503
c90755	266903	6	58.121	gi|344215582|dbj|DF093618.1|	406691
c2257691	41128	6	58.18	gi|344215582|dbj|DF093618.1|	200137
c537298	147068	6	59.002	gi|344215662|dbj|DF093698.1|	136443
c90755	156671	6	59.539	gi|344215582|dbj|DF093618.1|	305715
c90755	156671	6	59.539	gi|344215582|dbj|DF093618.1|	301959
c1805533	314228	6	60.396	gi|344215662|dbj|DF093698.1|	176506
c1805533	62693	6	60.719	gi|344215662|dbj|DF093698.1|	396059
c90755	260411	6	60.747	gi|344215582|dbj|DF093618.1|	397256
c1960086	95015	6	60.926	gi|344215582|dbj|DF093618.1|	568664
c90755	287650	6	61.407	gi|344215582|dbj|DF093618.1|	421983
c1805533	281931	6	63.311	gi|344215662|dbj|DF093698.1|	213204
c1805533	281931	6	63.311	gi|344215662|dbj|DF093698.1|	210225
c2215268	440851	6	67.062	gi|344215647|dbj|DF093683.1|	59903
c1724786	15801	6	68.82	gi|344215704|dbj|DF093740.1|	157642
c561343	275128	6	70.234	gi|344213749|dbj|DF095943.1|	4830
c1535086	77178	6	70.626	gi|344215704|dbj|DF093740.1|	216586
c2215268	394125	6	71.472	gi|344215647|dbj|DF093683.1|	109363
c1697389	23690	6	71.864	gi|344217156|dbj|DF095191.1|	77258
c1697389	23690	6	71.864	gi|344217156|dbj|DF095191.1|	68989
c1368465	96135	6	72.524	gi|344215780|dbj|DF093816.1|	176134
c1724786	17280	6	73.032	gi|344215704|dbj|DF093740.1|	156157
c772136	65141	6	73.749	gi|344215612|dbj|DF093648.1|	49819
c1724786	115193	6	74.974	gi|344215704|dbj|DF093740.1|	67460
c2215268	228903	6	75.261	gi|344215647|dbj|DF093683.1|	248232
c772136	231722	6	77.329	gi|344215612|dbj|DF093648.1|	200316
c2215268	394140	6	77.768	gi|344215647|dbj|DF093683.1|	109348
c1885765	132155	6	78.892	gi|344215787|dbj|DF093823.1|	303336
c772136	143851	6	80.152	gi|344215612|dbj|DF093648.1|	120113
c1697389	93454	6	88.581	gi|344215996|dbj|DF094032.1|	50915
c2032291	172633	6	90.673	gi|344216051|dbj|DF094087.1|	150736
c1167675	107473	6	91.65	gi|344216620|dbj|DF094656.1|	117109
c772136	45919	6	92.468	gi|344215612|dbj|DF093648.1|	33345
c887269	39568	6	92.792	gi|344215745|dbj|DF093781.1|	324781
c518579	320666	6	93.291	gi|344215729|dbj|DF093765.1|	83804
c1509930	141142	6	93.391	gi|344216205|dbj|DF094241.1|	139207
c1167675	107471	6	96.797	gi|344216620|dbj|DF094656.1|	117107
c814439	74103	7	0	gi|344216192|dbj|DF094228.1|	136678
c1462977	87039	7	2.287	gi|344215899|dbj|DF093935.1|	76701
c2381614	331542	7	6.065	gi|344215740|dbj|DF093776.1|	313685
c894566	123781	7	7.04	gi|344214852|dbj|DF097059.1|	9995
c2381614	158964	7	8.323	gi|344215740|dbj|DF093776.1|	152149
c1462977	71801	7	11.728	gi|344215899|dbj|DF093935.1|	90351
c1462977	71813	7	12.626	gi|344215899|dbj|DF093935.1|	90339
c2496625	221798	7	14.027	gi|344216989|dbj|DF095024.1|	83195
c2303892	37880	7	18.073	gi|344214072|dbj|DF096268.1|	11091
c2038113	90265	7	19.235	gi|344215899|dbj|DF093935.1|	222529
c2303892	19512	7	23.287	gi|344216349|dbj|DF094385.1|	19281
c2303892	19515	7	23.287	gi|344216349|dbj|DF094385.1|	19278
c1610868	63	7	23.529	gi|344216842|dbj|DF094878.1|	82910
c1451512	119630	7	28.839	gi|344213436|dbj|DF095643.1|	40226
c1049963	47530	7	31.679	gi|344216143|dbj|DF094179.1|	14718
c2336561	461699	7	33.386	gi|344214129|dbj|DF096325.1|	22819
c166079	177407	7	35.672	gi|344217243|dbj|DF095278.1|	41144
c1451512	129267	7	36.824	gi|344213436|dbj|DF095643.1|	30486
c2446161	171759	7	36.961	gi|344215588|dbj|DF093624.1|	179739
c166079	180770	7	37.316	gi|344217243|dbj|DF095278.1|	45012
c2336561	95035	7	38.175	gi|344215629|dbj|DF093665.1|	171630
c1499894	15131	7	38.537	gi|344217354|dbj|DF095389.1|	21813
c608216	53150	7	38.699	gi|344215811|dbj|DF093847.1|	26404
c1499894	106567	7	39.039	gi|344215951|dbj|DF093987.1|	197456
c2442470	41450	7	39.069	gi|344216143|dbj|DF094179.1|	64983
c2293978	77477	7	39.321	gi|344216178|dbj|DF094214.1|	149583
c2336561	348883	7	39.465	gi|344215629|dbj|DF093665.1|	461942
c2293978	61137	7	39.913	gi|344216178|dbj|DF094214.1|	193658
c2293978	61137	7	39.913	gi|344216178|dbj|DF094214.1|	165025
c2446161	60428	7	40.414	gi|344215588|dbj|DF093624.1|	288646
c1049963	120148	7	40.621	gi|344216136|dbj|DF094172.1|	125225
c869311	146724	7	42.201	gi|344216103|dbj|DF094139.1|	182236
c2442470	65640	7	42.918	gi|344216143|dbj|DF094179.1|	52753
c2045768	215633	7	43.355	gi|344215751|dbj|DF093787.1|	346845
c1062904	240885	7	43.982	gi|344215570|dbj|DF093606.1|	836743
c1416117	9922	7	46.467	gi|344216348|dbj|DF094384.1|	30355
c1443265	279839	7	48.335	gi|344215894|dbj|DF093930.1|	210339
c1662817	2910	7	48.559	gi|344216834|dbj|DF094870.1|	60089
c1662817	5337	7	49.225	gi|344216834|dbj|DF094870.1|	62579
c1662817	5337	7	49.225	gi|344216834|dbj|DF094870.1|	66290
c1662817	155978	7	50.371	gi|344215973|dbj|DF094009.1|	134203
c1674687	30633	7	50.756	gi|344215894|dbj|DF093930.1|	108913
c376833	27476	7	52.556	gi|344216176|dbj|DF094212.1|	23965
c1662817	261857	7	53.262	gi|344215973|dbj|DF094009.1|	21136
c242935	15580	7	54.291	gi|344216434|dbj|DF094470.1|	13115
c349689	1359	7	54.94	gi|344213912|dbj|DF096108.1|	14130
c1857688	14808	7	57.701	gi|344216285|dbj|DF094321.1|	90597
c1857688	78658	7	58.041	gi|344216285|dbj|DF094321.1|	24993
c1042927	1782	7	59.11	gi|344216695|dbj|DF094731.1|	16453
c526698	284472	7	59.882	gi|344214707|dbj|DF096914.1|	2217
c1942449	157461	7	64.581	gi|344215091|dbj|DF097298.1|	8357
c1480960	222171	7	67.089	gi|344217041|dbj|DF095076.1|	17957
c155237	10494	7	67.673	gi|344215944|dbj|DF093980.1|	111004
c1480960	165185	7	68.813	gi|344216533|dbj|DF094569.1|	47927
c1641973	78253	7	69.088	gi|344215944|dbj|DF093980.1|	201744
c1945778	178113	7	70.098	gi|344215650|dbj|DF093686.1|	376083
c1694843	204732	7	70.385	gi|344213726|dbj|DF095920.1|	18097
c1694843	204732	7	70.385	gi|344213726|dbj|DF095920.1|	28423
c1694843	187704	7	74.622	gi|344213726|dbj|DF095920.1|	4831
c1257681	28311	7	75.299	gi|344215791|dbj|DF093827.1|	246513
c212034	94317	7	80.709	gi|344216197|dbj|DF094233.1|	110664
c212034	247872	7	81.548	gi|344213424|dbj|DF095631.1|	34204
c1035089	38081	7	84.023	gi|344216200|dbj|DF094236.1|	150580
c1486797	102391	7	86.019	gi|344215623|dbj|DF093659.1|	97284
c1486797	102402	7	86.022	gi|344215623|dbj|DF093659.1|	97295
c1209160	127782	7	86.609	gi|344215623|dbj|DF093659.1|	281285
c703924	80873	7	89.009	gi|344216478|dbj|DF094514.1|	76491
c1486797	102376	7	90.28	gi|344215623|dbj|DF093659.1|	97270
c1209160	134437	7	91.427	gi|344215623|dbj|DF093659.1|	288002
c1209160	134437	7	91.427	gi|344215623|dbj|DF093659.1|	288824
c1716395	111158	8	0	gi|344215702|dbj|DF093738.1|	375542
c1716395	111158	8	0	gi|344215702|dbj|DF093738.1|	375295
c1716395	111158	8	0	gi|344215702|dbj|DF093738.1|	375048
c1503441	169883	8	7.379	gi|344216346|dbj|DF094382.1|	140511
c829944	65799	8	12.962	gi|344216161|dbj|DF094197.1|	146559
c1632273	9542	8	13.277	gi|344217364|dbj|DF095399.1|	565
c423323	56075	8	14.751	gi|344215570|dbj|DF093606.1|	1057526
c993855	15601	8	17.745	gi|344215677|dbj|DF093713.1|	374014
c1004953	28132	8	19.685	gi|344216321|dbj|DF094357.1|	38022
c1932090	298052	8	22.495	gi|344217036|dbj|DF095071.1|	48514
c1932090	298043	8	25.823	gi|344217036|dbj|DF095071.1|	48523
c584004	3765	8	32.206	gi|344216877|dbj|DF094913.1|	1663
c1508940	60167	8	32.732	gi|344216302|dbj|DF094338.1|	176251
c835865	3894	8	36.621	gi|344216815|dbj|DF094851.1|	83184
c584004	3759	8	39.928	gi|344216877|dbj|DF094913.1|	1657
c1603761	35387	8	41.363	gi|344216854|dbj|DF094890.1|	99398
c1933712	43799	8	44.025	gi|344216350|dbj|DF094386.1|	111303
c319758	15196	8	45.383	gi|344216639|dbj|DF094675.1|	67293
c869688	4868	8	45.53	gi|344217306|dbj|DF095341.1|	45732
c2162919	43734	8	45.76	gi|344216614|dbj|DF094650.1|	36530
c390018	168849	8	46.199	gi|344216741|dbj|DF094777.1|	12921
c1622865	46211	8	46.806	gi|344215977|dbj|DF094013.1|	176907
c1622865	46211	8	46.806	gi|344215977|dbj|DF094013.1|	164855
c1622865	46218	8	46.806	gi|344215977|dbj|DF094013.1|	176900
c1622865	46218	8	46.806	gi|344215977|dbj|DF094013.1|	164848
c1194425	119926	8	46.878	gi|344217254|dbj|DF095289.1|	53554
c390018	168824	8	46.906	gi|344216741|dbj|DF094777.1|	12946
c1160055	13792	8	47.669	gi|344217254|dbj|DF095289.1|	9170
c1261462	37075	8	47.874	gi|344215954|dbj|DF093990.1|	96452
c1031531	79953	8	48.116	gi|344216026|dbj|DF094062.1|	118478
c729516	69843	8	48.157	gi|344216710|dbj|DF094746.1|	32748
c729516	69843	8	48.157	gi|344216710|dbj|DF094746.1|	92213
c1350740	249123	8	49.177	gi|344215903|dbj|DF093939.1|	151988
c1160055	36047	8	49.54	gi|344216976|dbj|DF095011.1|	46692
c478580	24494	8	50.222	gi|344216950|dbj|DF094986.1|	82359
c478580	24494	8	50.222	gi|344216950|dbj|DF094986.1|	51924
c1610868	27229	8	50.759	gi|344215649|dbj|DF093685.1|	123496
c1610868	27218	8	51.002	gi|344215649|dbj|DF093685.1|	123507
c1259674	33337	8	51.659	gi|344216007|dbj|DF094043.1|	30598
c1149051	54264	8	52.131	gi|344214084|dbj|DF096280.1|	29965
c979137	78062	8	52.512	gi|344216356|dbj|DF094392.1|	15184
c871763	26455	8	52.704	gi|344216682|dbj|DF094718.1|	65355
c1273661	67547	8	55.06	gi|344215856|dbj|DF093892.1|	148447
c1374833	3557	8	57.469	gi|344215616|dbj|DF093652.1|	54839
c2260754	727071	8	60.755	gi|344215664|dbj|DF093700.1|	42454
c2260754	727071	8	60.755	gi|344215664|dbj|DF093700.1|	35675
c1889019	155721	8	64.007	gi|344215614|dbj|DF093650.1|	426125
c1889019	51221	8	64.671	gi|344215614|dbj|DF093650.1|	511485
c1375195	66215	8	65.422	gi|344215614|dbj|DF093650.1|	22604
c2260250	124050	8	67.984	gi|344215900|dbj|DF093936.1|	171697
c1711211	163966	8	68.988	gi|344216169|dbj|DF094205.1|	42823
c1711211	49129	8	70.971	gi|344216559|dbj|DF094595.1|	55150
c2260250	343149	8	72.534	gi|344216340|dbj|DF094376.1|	55620
c2260250	343150	8	73.195	gi|344216340|dbj|DF094376.1|	55621
c2477599	279934	8	76.765	gi|344215700|dbj|DF093736.1|	79822
c569588	168831	8	79.285	gi|344216982|dbj|DF095017.1|	62065
c2473936	354385	8	80.57	gi|344215748|dbj|DF093784.1|	144906
c1397839	362182	8	85.353	gi|344215568|dbj|DF093604.1|	1052409
c1321846	185324	8	87.099	gi|344215707|dbj|DF093743.1|	324741
c1397839	344007	8	89.156	gi|344215568|dbj|DF093604.1|	1035008
c1321846	687687	8	89.646	gi|344215573|dbj|DF093609.1|	432092
c1321846	195125	8	90.674	gi|344215707|dbj|DF093743.1|	333226
c1321846	983770	8	91.985	gi|344215573|dbj|DF093609.1|	162234
c1321846	489928	8	94.665	gi|344215573|dbj|DF093609.1|	623880
c1321846	137716	8	96.722	gi|344215707|dbj|DF093743.1|	286917
c2325895	80849	8	96.765	gi|344215568|dbj|DF093604.1|	718635
c1899612	372157	8	99.397	gi|344215707|dbj|DF093743.1|	167297
c1730470	373002	9	0	gi|344215717|dbj|DF093753.1|	345317
c1515846	5311	9	1.148	gi|344215661|dbj|DF093697.1|	260354
c1730470	171626	9	2.205	gi|344215717|dbj|DF093753.1|	160079
c1247922	208717	9	3.791	gi|344215472|dbj|DF097679.1|	699
c1247922	152292	9	5.481	gi|344215870|dbj|DF093906.1|	142063
c1730470	229027	9	6.374	gi|344215717|dbj|DF093753.1|	217058
c1796893	240596	9	6.462	gi|344215685|dbj|DF093721.1|	173671
c1258905	61757	9	9.242	gi|344215661|dbj|DF093697.1|	230930
c2409131	37303	9	9.504	gi|344213838|dbj|DF096034.1|	17747
c2240099	327782	9	9.974	gi|344213452|dbj|DF095659.1|	30581
c2409131	83645	9	10.634	gi|344216106|dbj|DF094142.1|	127498
c206289	187820	9	11.449	gi|344213635|dbj|DF095829.1|	15016
c2013605	266642	9	12.139	gi|344215913|dbj|DF093949.1|	252171
c2409131	159855	9	12.528	gi|344216106|dbj|DF094142.1|	190231
c2409131	159859	9	12.528	gi|344216106|dbj|DF094142.1|	190235
c2240099	278974	9	13.961	gi|344216771|dbj|DF094807.1|	91728
c1030207	36253	9	16.613	gi|344215813|dbj|DF093849.1|	94255
c1334554	130910	9	17.652	gi|344216371|dbj|DF094407.1|	96459
c2013605	39064	9	17.675	gi|344215913|dbj|DF093949.1|	38710
c2013605	81322	9	18.597	gi|344215913|dbj|DF093949.1|	84034
c2013605	81322	9	18.597	gi|344215913|dbj|DF093949.1|	79783
c1334554	77267	9	18.632	gi|344216603|dbj|DF094639.1|	83037
c2240099	284262	9	19.466	gi|344216771|dbj|DF094807.1|	96149
c1334554	446334	9	20.766	gi|344213838|dbj|DF096034.1|	6375
c103885	197925	9	21.976	gi|344216291|dbj|DF094327.1|	130185
c1366711	59965	9	26.681	gi|344214263|dbj|DF096467.1|	27530
c1726491	392013	9	30.711	gi|344215639|dbj|DF093675.1|	430778
c1530467	183619	9	32.376	gi|344217044|dbj|DF095079.1|	46352
c2216777	105552	9	33.322	gi|344216234|dbj|DF094270.1|	168315
c1021649	210881	9	36.282	gi|344216527|dbj|DF094563.1|	83112
c604875	39013	9	37.317	gi|344217032|dbj|DF095067.1|	82986
c1514506	65630	9	38.34	gi|344215637|dbj|DF093673.1|	447468
c1783357	88195	9	38.796	gi|344215941|dbj|DF093977.1|	52215
c1047043	20094	9	41.01	gi|344216376|dbj|DF094412.1|	22958
c1191353	140798	9	42.224	gi|344216287|dbj|DF094323.1|	110458
c1191353	140798	9	42.224	gi|344216287|dbj|DF094323.1|	88546
c1191353	140798	9	42.224	gi|344216287|dbj|DF094323.1|	167128
c865472	35537	9	43.129	gi|344216846|dbj|DF094882.1|	61997
c865472	35517	9	43.914	gi|344216846|dbj|DF094882.1|	62017
c1275979	57988	9	44.473	gi|344216649|dbj|DF094685.1|	46445
c1275979	57988	9	44.473	gi|344216649|dbj|DF094685.1|	32952
c1694763	119226	9	44.652	gi|344214376|dbj|DF096583.1|	21465
c2430742	274066	9	45.076	gi|344215922|dbj|DF093958.1|	100652
c2430742	274066	9	45.076	gi|344215922|dbj|DF093958.1|	107641
c1694763	105053	9	46.483	gi|344215633|dbj|DF093669.1|	317781
c1694763	105053	9	46.483	gi|344215633|dbj|DF093669.1|	314040
c1208935	89248	9	46.606	gi|344215969|dbj|DF094005.1|	24404
c1208935	90925	9	47.001	gi|344215969|dbj|DF094005.1|	22727
c1221709	53915	9	47.228	gi|344215970|dbj|DF094006.1|	117437
c2160749	127872	9	48.094	gi|344215681|dbj|DF093717.1|	207855
c2160749	127895	9	48.564	gi|344215681|dbj|DF093717.1|	207832
c1047043	20076	9	48.734	gi|344216376|dbj|DF094412.1|	22977
c1706064	70832	9	49.322	gi|344215966|dbj|DF094002.1|	47582
c1721495	116885	9	49.572	gi|344217367|dbj|DF095402.1|	28284
c952144	76082	9	49.626	gi|344216504|dbj|DF094540.1|	117913
c1208935	89365	9	49.839	gi|344215969|dbj|DF094005.1|	24287
c1021924	102278	9	50.84	gi|344216007|dbj|DF094043.1|	161059
c545963	127957	9	52.422	gi|344215966|dbj|DF094002.1|	93969
c406864	187777	9	53.006	gi|344215655|dbj|DF093691.1|	176697
c1602278	16839	9	53.059	gi|344216376|dbj|DF094412.1|	50269
c1895421	328025	9	54.73	gi|344213400|dbj|DF095607.1|	12034
c213727	12767	9	63.558	gi|344214397|dbj|DF096604.1|	15013
c2216777	29037	9	67.7	gi|344216234|dbj|DF094270.1|	110121
c2216777	29037	9	67.7	gi|344216234|dbj|DF094270.1|	149509
c422511	17510	9	68.379	gi|344215875|dbj|DF093911.1|	279716
c2438805	567018	10	4.779	gi|344215628|dbj|DF093664.1|	103603
c2438805	518502	10	7.162	gi|344215628|dbj|DF093664.1|	152637
c139381	450115	10	8.036	gi|344216078|dbj|DF094114.1|	123778
c2126668	132655	10	11.647	gi|344215626|dbj|DF093662.1|	305841
c2438805	547292	10	14.268	gi|344215628|dbj|DF093664.1|	122241
c2216172	421919	10	16.452	gi|344215873|dbj|DF093909.1|	261512
c139381	584382	10	17.734	gi|344215656|dbj|DF093692.1|	248173
c2167205	210391	10	21.954	gi|344215704|dbj|DF093740.1|	398516
c1523163	78504	10	28.428	gi|344215777|dbj|DF093813.1|	255669
c1523163	78499	10	29.44	gi|344215777|dbj|DF093813.1|	255674
c1806132	57642	10	29.983	gi|344213988|dbj|DF096184.1|	31390
c1356584	20657	10	32.195	gi|344216308|dbj|DF094344.1|	105046
c1947852	68235	10	33.601	gi|344216681|dbj|DF094717.1|	57650
c1071417	16462	10	34.562	gi|344217218|dbj|DF095253.1|	70253
c488645	66971	10	35.437	gi|344216955|dbj|DF094991.1|	15398
c2031213	34262	10	35.618	gi|344215860|dbj|DF093896.1|	264726
c1766758	88404	10	36.068	gi|344215905|dbj|DF093941.1|	176707
c767558	50281	10	36.642	gi|344216342|dbj|DF094378.1|	96848
c595759	13953	10	38.182	gi|344216495|dbj|DF094531.1|	121860
c1273661	63092	10	38.947	gi|344215856|dbj|DF093892.1|	151771
c349278	3026	10	39.045	gi|344215856|dbj|DF093892.1|	127334
c1766758	21191	10	39.371	gi|344215905|dbj|DF093941.1|	114968
c1511109	126746	10	39.962	gi|344216108|dbj|DF094144.1|	185675
c697524	57018	10	40.233	gi|344216274|dbj|DF094310.1|	171548
c1766758	88630	10	40.81	gi|344215905|dbj|DF093941.1|	176936
c1384495	13934	10	41.051	gi|344216823|dbj|DF094859.1|	55028
c1278580	190266	10	42.438	gi|344217222|dbj|DF095257.1|	5592
c1186705	135089	10	43.691	gi|344215986|dbj|DF094022.1|	16285
c1876770	150654	10	43.887	gi|344216403|dbj|DF094439.1|	117823
c560379	23630	10	44.665	gi|344214789|dbj|DF096996.1|	3094
c2364613	18416	10	47.075	gi|344215832|dbj|DF093868.1|	277621
c2098330	30380	10	49.936	gi|344215683|dbj|DF093719.1|	25478
c2098330	30385	10	49.936	gi|344215683|dbj|DF093719.1|	25483
c1612776	141041	10	50.909	gi|344216140|dbj|DF094176.1|	193151
